epoch,total,pde,ic,bc
40,0.3253357410430908,0.029254987835884094,0.24634072184562683,0.049740009009838104
41,0.3511764705181122,0.03008672408759594,0.26871010661125183,0.052379630506038666
42,0.34158945083618164,0.030812634155154228,0.2569010555744171,0.05387575924396515
43,0.3467460572719574,0.03139394521713257,0.2581688463687897,0.057183269411325455
44,0.3419787287712097,0.031733039766550064,0.24979059398174286,0.06045509874820709
45,0.3397080898284912,0.03190753608942032,0.24157550930976868,0.06622505187988281
46,0.31974899768829346,0.032045457512140274,0.2204197645187378,0.06728379428386688
47,0.32530444860458374,0.032003939151763916,0.22250603139400482,0.07079446315765381
48,0.35042762756347656,0.03199516236782074,0.23709434270858765,0.08133811503648758
49,0.31773120164871216,0.031716570258140564,0.20734140276908875,0.07867323607206345
50,0.3504767417907715,0.03137809410691261,0.23732952773571014,0.08176911622285843
51,0.33852601051330566,0.03116343915462494,0.21679796278476715,0.09056461602449417
52,0.33323609828948975,0.030559435486793518,0.21628348529338837,0.08639317750930786
53,0.3276532292366028,0.03024444170296192,0.20745646953582764,0.08995233476161957
54,0.32913655042648315,0.02990209497511387,0.21422840654850006,0.08500602841377258
55,0.31873369216918945,0.02938738279044628,0.20171846449375153,0.08762785792350769
56,0.3243744671344757,0.028913727030158043,0.21099480986595154,0.08446593582630157
57,0.3409614562988281,0.028364334255456924,0.23060885071754456,0.08198826014995575
58,0.34462970495224,0.028044842183589935,0.23374667763710022,0.08283818513154984
59,0.33860987424850464,0.027692442759871483,0.22771842777729034,0.08319900184869766
60,0.32954102754592896,0.027139000594615936,0.22539526224136353,0.0770067572593689
61,0.3189326822757721,0.026904791593551636,0.2166721522808075,0.07535573095083237
62,0.32130178809165955,0.02661936543881893,0.2175014615058899,0.07718097418546677
63,0.331728994846344,0.026014257222414017,0.23404651880264282,0.07166822254657745
64,0.3269931375980377,0.025781972333788872,0.227073535323143,0.0741376280784607
65,0.31089508533477783,0.02536710351705551,0.21518635749816895,0.07034163177013397
66,0.3402896523475647,0.024998001754283905,0.2476610541343689,0.06763060390949249
67,0.3252047300338745,0.024761904031038284,0.23144100606441498,0.06900182366371155
68,0.32844507694244385,0.024405179545283318,0.23522330820560455,0.06881660223007202
69,0.3389372229576111,0.024169789627194405,0.24486541748046875,0.06990200281143188
70,0.3446422219276428,0.02385645918548107,0.25194764137268066,0.06883813440799713
71,0.3242974877357483,0.02369212917983532,0.22789078950881958,0.07271456718444824
72,0.3351207971572876,0.023291604593396187,0.2438735067844391,0.06795568019151688
73,0.3312206268310547,0.023153649643063545,0.23883026838302612,0.06923671066761017
74,0.3088633120059967,0.022956453263759613,0.21553419530391693,0.07037267088890076
75,0.35636472702026367,0.022817393764853477,0.25778812170028687,0.07575920224189758
76,0.32946282625198364,0.022632351145148277,0.2319214791059494,0.07490900158882141
77,0.3279609978199005,0.022654421627521515,0.2278173565864563,0.07748923450708389
78,0.3389326333999634,0.022586164996027946,0.23857830464839935,0.07776817679405212
79,0.3376534581184387,0.022549739107489586,0.23703071475028992,0.07807300984859467
80,0.3454822301864624,0.02249058708548546,0.24704693257808685,0.07594470679759979
81,0.3247600197792053,0.02245517075061798,0.2256074696779251,0.07669738680124283
82,0.32507526874542236,0.022507816553115845,0.22609040141105652,0.0764770656824112
83,0.3428291976451874,0.022703204303979874,0.2413058876991272,0.0788201168179512
84,0.3339676558971405,0.022752823308110237,0.23174360394477844,0.07947123795747757
85,0.33696848154067993,0.02290068380534649,0.23332445323467255,0.08074334263801575
86,0.3476252555847168,0.023100752383470535,0.24477380514144897,0.0797506719827652
87,0.33606040477752686,0.02336302399635315,0.23440997302532196,0.07828740775585175
88,0.3322609066963196,0.02359304390847683,0.2347564399242401,0.07391142845153809
89,0.34457331895828247,0.02384951338171959,0.24382148683071136,0.07690231502056122
90,0.31297555565834045,0.024001415818929672,0.21189633011817932,0.07707779854536057
91,0.32408714294433594,0.024236757308244705,0.22086860239505768,0.07898177206516266
92,0.3232470750808716,0.024426527321338654,0.22421018779277802,0.07461036741733551
93,0.3260808289051056,0.024686390534043312,0.22462591528892517,0.07676851749420166
94,0.33230382204055786,0.024833595380187035,0.23288828134536743,0.07458195835351944
95,0.33438193798065186,0.024922674521803856,0.23785823583602905,0.07160104811191559
96,0.33330684900283813,0.025021137669682503,0.23427575826644897,0.07400994002819061
97,0.3212059736251831,0.02514764480292797,0.22366677224636078,0.07239153981208801
98,0.33753398060798645,0.02516443282365799,0.23892389237880707,0.0734456405043602
99,0.3434217870235443,0.02526414953172207,0.24309106171131134,0.07506656646728516
100,0.31237658858299255,0.025137001648545265,0.21921759843826294,0.0680219754576683
101,0.3342762589454651,0.02511884830892086,0.23900361359119415,0.07015381753444672
102,0.340565025806427,0.025170939043164253,0.24465712904930115,0.07073692977428436
103,0.3270241618156433,0.025098590180277824,0.23185543715953827,0.07007014006376266
104,0.3348920941352844,0.025106532499194145,0.2374468594789505,0.07233871519565582
105,0.322878360748291,0.02503475546836853,0.22392749786376953,0.07391609996557236
106,0.35514652729034424,0.024984491989016533,0.2544127404689789,0.07574932277202606
107,0.3314433693885803,0.025021828711032867,0.2303857058286667,0.07603584229946136
108,0.3176547884941101,0.024966148659586906,0.2182825803756714,0.07440607249736786
109,0.3278759717941284,0.0249998327344656,0.22676686942577362,0.07610927522182465
110,0.3271254897117615,0.02507212571799755,0.22428826987743378,0.0777650997042656
111,0.315008282661438,0.02507791668176651,0.21168218553066254,0.07824815809726715
112,0.3256005346775055,0.025171229615807533,0.22637522220611572,0.07405409961938858
113,0.3331179618835449,0.02520172670483589,0.23379306495189667,0.07412317395210266
114,0.3131336271762848,0.02535288967192173,0.2147081047296524,0.07307261973619461
115,0.3312527537345886,0.025398029014468193,0.2290247678756714,0.07682996988296509
116,0.32643067836761475,0.025491928681731224,0.22915825247764587,0.0717804878950119
117,0.3147317171096802,0.02551688812673092,0.21460331976413727,0.07461152225732803
118,0.3212440311908722,0.02559940703213215,0.22399389743804932,0.07165072113275528
119,0.33231061697006226,0.02556167170405388,0.23483556509017944,0.07191339135169983
120,0.32259953022003174,0.025559794157743454,0.2228388786315918,0.074200838804245
121,0.31056657433509827,0.025544866919517517,0.21647712588310242,0.06854458153247833
122,0.31536540389060974,0.025554120540618896,0.22041569650173187,0.06939558684825897
123,0.33265501260757446,0.02540604956448078,0.23969605565071106,0.06755289435386658
124,0.3367491364479065,0.02536870539188385,0.24369266629219055,0.0676877498626709
125,0.3169102668762207,0.0252729170024395,0.2258995771408081,0.0657377690076828
126,0.32435983419418335,0.025295566767454147,0.2272120863199234,0.07185216248035431
127,0.3262653946876526,0.025262612849473953,0.22923065721988678,0.07177212834358215
128,0.32076820731163025,0.02509792521595955,0.21896550059318542,0.07670478522777557
129,0.30894553661346436,0.02489595301449299,0.21146902441978455,0.07258057594299316
130,0.34117019176483154,0.024701090529561043,0.24582667648792267,0.0706423968076706
131,0.33854418992996216,0.024634359404444695,0.2398153841495514,0.07409442961215973
132,0.30681949853897095,0.02451527677476406,0.21001069247722626,0.07229354977607727
133,0.3250272870063782,0.024413609877228737,0.2235630601644516,0.07705061137676239
134,0.3276479244232178,0.024288509041070938,0.2287251353263855,0.07463426887989044
135,0.32411688566207886,0.02424560859799385,0.22420158982276917,0.07566970586776733
136,0.33379441499710083,0.024134907871484756,0.23458795249462128,0.0750715583562851
137,0.3447246551513672,0.02409522794187069,0.24311944842338562,0.07750996202230453
138,0.3230000436306,0.024018844589591026,0.22159987688064575,0.07738132774829865
139,0.33401739597320557,0.02391919679939747,0.2374260127544403,0.07267218828201294
140,0.32348477840423584,0.02400076948106289,0.22517213225364685,0.07431188225746155
141,0.33216792345046997,0.024022437632083893,0.23722514510154724,0.07092033326625824
142,0.3384500741958618,0.024175355210900307,0.23911349475383759,0.07516121864318848
143,0.3434429168701172,0.024286802858114243,0.241652250289917,0.07750385999679565
144,0.3313598036766052,0.02443912997841835,0.23068973422050476,0.0762309581041336
145,0.3105931282043457,0.024670789018273354,0.20530767738819122,0.08061464130878448
146,0.31577998399734497,0.024775277823209763,0.2137829065322876,0.07722178846597672
147,0.3153984248638153,0.025013556703925133,0.2145054042339325,0.07587946951389313
148,0.33265420794487,0.02522941865026951,0.23042014241218567,0.07700464129447937
149,0.30827856063842773,0.025331318378448486,0.21171391010284424,0.0712333470582962
150,0.3137422502040863,0.025521211326122284,0.21606704592704773,0.07215399295091629
151,0.31162360310554504,0.025833195075392723,0.21632634103298187,0.06946408003568649
152,0.3231291174888611,0.025957295671105385,0.22635166347026825,0.07082013785839081
153,0.3013778328895569,0.026079608127474785,0.20622403919696808,0.06907416880130768
154,0.3436720371246338,0.02616126649081707,0.24532507359981537,0.07218568027019501
155,0.34330183267593384,0.026137450709939003,0.25029900670051575,0.06686537712812424
156,0.3317468762397766,0.026106510311365128,0.2378181666135788,0.06782218813896179
157,0.31150054931640625,0.026146505028009415,0.21279722452163696,0.07255680859088898
158,0.3341798186302185,0.026101835072040558,0.23571862280368805,0.0723593682050705
159,0.3180294632911682,0.026039546355605125,0.22156912088394165,0.07042081654071808
160,0.3099638819694519,0.026014294475317,0.20997190475463867,0.07397766411304474
161,0.31847116351127625,0.02603182941675186,0.2132873386144638,0.07915198802947998
162,0.31480127573013306,0.025860846042633057,0.2108936607837677,0.0780467540025711
163,0.32807061076164246,0.025781966745853424,0.22513966262340546,0.07714896649122238
164,0.3145756125450134,0.02565944381058216,0.2169664055109024,0.07194977253675461
165,0.3060646653175354,0.025631830096244812,0.2076677531003952,0.07276509702205658
166,0.33648359775543213,0.025627976283431053,0.234761044383049,0.07609456777572632
167,0.3072645664215088,0.02571324072778225,0.20788630843162537,0.07366503775119781
168,0.30956393480300903,0.02542710117995739,0.2134140431880951,0.0707228034734726
169,0.30104953050613403,0.02537526562809944,0.2079063206911087,0.06776794046163559
170,0.31031763553619385,0.02525635063648224,0.214084655046463,0.07097664475440979
171,0.2952960133552551,0.025217339396476746,0.2036614865064621,0.06641718745231628
172,0.3076602816581726,0.024898234754800797,0.2176848202943802,0.06507723778486252
173,0.3061555325984955,0.024546697735786438,0.2198028266429901,0.06180601567029953
174,0.31531843543052673,0.02454632706940174,0.2305065244436264,0.060265570878982544
175,0.31531649827957153,0.024376627057790756,0.22697356343269348,0.06396631896495819
176,0.308091938495636,0.024135291576385498,0.21690157055854797,0.06705506145954132
177,0.3126426637172699,0.023948989808559418,0.22072507441043854,0.06796860694885254
178,0.31425368785858154,0.023959985002875328,0.22131821513175964,0.06897547841072083
179,0.3202129006385803,0.023899812251329422,0.22232477366924286,0.07398833334445953
180,0.3149948716163635,0.023783953860402107,0.21467259526252747,0.07653830945491791
181,0.3055153787136078,0.023835765197873116,0.2029062658548355,0.07877335697412491
182,0.3103542923927307,0.023856613785028458,0.20899417996406555,0.0775034949183464
183,0.3339320123195648,0.02403789944946766,0.23077522218227386,0.07911887764930725
184,0.3095959424972534,0.024043921381235123,0.2092401385307312,0.07631188631057739
185,0.3085869550704956,0.024089621379971504,0.21255168318748474,0.07194564491510391
186,0.3000299632549286,0.02429806813597679,0.2067510485649109,0.06898084282875061
187,0.31852707266807556,0.024463657289743423,0.22427262365818024,0.0697908028960228
188,0.3051355183124542,0.024928487837314606,0.2105359584093094,0.06967105716466904
189,0.2942463755607605,0.02496156468987465,0.20246228575706482,0.06682252138853073
190,0.29945534467697144,0.02517525851726532,0.20657241344451904,0.06770765781402588
191,0.2893112301826477,0.02518601529300213,0.203509122133255,0.06061607971787453
192,0.3025802671909332,0.025188561528921127,0.21368412673473358,0.06370757520198822
193,0.2979205846786499,0.02506456896662712,0.2081831395626068,0.06467287987470627
194,0.29259002208709717,0.024916186928749084,0.21029438078403473,0.057379454374313354
195,0.30975696444511414,0.02446100302040577,0.221138134598732,0.06415783613920212
196,0.3080030679702759,0.02424384467303753,0.21558409929275513,0.06817510724067688
197,0.3023217022418976,0.024154162034392357,0.21771031618118286,0.06045723706483841
198,0.3115919828414917,0.023709025233983994,0.22205299139022827,0.06582994759082794
199,0.31937724351882935,0.023479178547859192,0.22329823672771454,0.07259984314441681
200,0.31512197852134705,0.023191699758172035,0.2187705785036087,0.07315968722105026
201,0.3033245801925659,0.023084551095962524,0.2079278528690338,0.07231217622756958
202,0.3051408529281616,0.023000530898571014,0.20075814425945282,0.08138220012187958
203,0.31603509187698364,0.023064041510224342,0.21092663705348969,0.08204440027475357
204,0.3177599012851715,0.02298724465072155,0.21934881806373596,0.07542382925748825
205,0.30760860443115234,0.02327302098274231,0.20665350556373596,0.07768208533525467
206,0.2760452926158905,0.02362080104649067,0.17776156961917877,0.07466292381286621
207,0.31277695298194885,0.02382803149521351,0.20975548028945923,0.07919344305992126
208,0.3110438883304596,0.024068064987659454,0.21766214072704315,0.0693136677145958
209,0.2884558141231537,0.024001259356737137,0.19960783421993256,0.0648467168211937
210,0.2805076241493225,0.024105854332447052,0.18984676897525787,0.06655500084161758
211,0.31917354464530945,0.024040810763835907,0.23197227716445923,0.06316044181585312
212,0.2783961892127991,0.02391309291124344,0.19515861570835114,0.05932445824146271
213,0.2924853563308716,0.023870127275586128,0.20737601816654205,0.06123920530080795
214,0.3016469478607178,0.023203816264867783,0.22093787789344788,0.05750525742769241
215,0.30126774311065674,0.022695448249578476,0.21544870734214783,0.06312358379364014
216,0.27183204889297485,0.022583380341529846,0.18429897725582123,0.06494969129562378
217,0.30065789818763733,0.021775463595986366,0.21284496784210205,0.06603746116161346
218,0.2926830053329468,0.021496731787919998,0.2007046341896057,0.07048162817955017
219,0.3010806441307068,0.021345505490899086,0.20959031581878662,0.07014483213424683
220,0.29645252227783203,0.021085236221551895,0.20119622349739075,0.07417107373476028
221,0.27913492918014526,0.0209156833589077,0.1872796267271042,0.07093960046768188
222,0.3094601631164551,0.021083364263176918,0.21755701303482056,0.07081976532936096
223,0.28377795219421387,0.02105839177966118,0.1897914856672287,0.0729280561208725
224,0.29158300161361694,0.021422559395432472,0.19913291931152344,0.07102752476930618
225,0.264655202627182,0.021912923082709312,0.17050202190876007,0.07224025577306747
226,0.29254311323165894,0.021642742678523064,0.20393377542495728,0.06696657836437225
227,0.27965644001960754,0.022161925211548805,0.19027625024318695,0.06721826642751694
228,0.2692107856273651,0.02214735746383667,0.1851770281791687,0.06188639998435974
229,0.30768439173698425,0.022230971604585648,0.2261272817850113,0.05932613089680672
230,0.2817338705062866,0.022124892100691795,0.20187988877296448,0.0577290803194046
231,0.28663748502731323,0.022605033591389656,0.19973406195640564,0.06429840624332428
232,0.2678558826446533,0.022380826994776726,0.18565833568572998,0.059816718101501465
233,0.2618750035762787,0.022629430517554283,0.17547094821929932,0.06377462297677994
234,0.26764845848083496,0.021690238267183304,0.1783788800239563,0.06757934391498566
235,0.28668347001075745,0.02198759652674198,0.19864332675933838,0.06605254858732224
236,0.27532869577407837,0.022220931947231293,0.1836165338754654,0.06949123740196228
237,0.2609492540359497,0.021790653467178345,0.1728086918592453,0.06634989380836487
238,0.26724010705947876,0.021731726825237274,0.18117354810237885,0.06433483213186264
239,0.2655251920223236,0.02131108194589615,0.1875348836183548,0.05667921155691147
240,0.27396461367607117,0.020856289193034172,0.19364123046398163,0.05946709215641022
241,0.2700120210647583,0.021082092076539993,0.18941724300384521,0.059512682259082794
242,0.2540181875228882,0.020731016993522644,0.17956870794296265,0.05371847748756409
243,0.2595538794994354,0.02005653828382492,0.18507176637649536,0.054425567388534546
244,0.26754626631736755,0.019663130864501,0.1883261501789093,0.059557002037763596
245,0.2583697438240051,0.01939121074974537,0.17257027328014374,0.06640824675559998
246,0.25692805647850037,0.019905202090740204,0.17270296812057495,0.06431987881660461
247,0.2622103989124298,0.01924997940659523,0.18141621351242065,0.061544205993413925
248,0.24468079209327698,0.019321288913488388,0.16050797700881958,0.06485152244567871
249,0.25641846656799316,0.019403807818889618,0.16841576993465424,0.06859888136386871
250,0.23329497873783112,0.019391918554902077,0.15302589535713196,0.060877155512571335
251,0.22580917179584503,0.018725652247667313,0.15119114518165588,0.055892378091812134
252,0.23166123032569885,0.019342295825481415,0.1612783521413803,0.05104058235883713
253,0.23758694529533386,0.01891181990504265,0.16996704041957855,0.048708073794841766
254,0.24010807275772095,0.017950313165783882,0.18027366697788239,0.04188409447669983
255,0.2511759400367737,0.016998764127492905,0.18479424715042114,0.04938291758298874
256,0.2315773069858551,0.01621769741177559,0.16558998823165894,0.04976961761713028
257,0.20820298790931702,0.015102021396160126,0.1396881639957428,0.053412795066833496
258,0.22374233603477478,0.015341713093221188,0.1475381851196289,0.06086243689060211
259,0.20961269736289978,0.014506052248179913,0.1390053629875183,0.056101273745298386
260,0.22066070139408112,0.01415520440787077,0.15166530013084412,0.05484018847346306
261,0.21619978547096252,0.014531351625919342,0.1470441371202469,0.0546242818236351
262,0.2163802832365036,0.015479816123843193,0.1509980857372284,0.049902379512786865
263,0.2049780786037445,0.01569874957203865,0.14160236716270447,0.04767695814371109
264,0.22348903119564056,0.016052495688199997,0.15944379568099976,0.04799273610115051
265,0.21303677558898926,0.016497761011123657,0.14854873716831207,0.047990281134843826
266,0.20846639573574066,0.016694793477654457,0.14806923270225525,0.04370236396789551
267,0.18757331371307373,0.01648610085248947,0.12832440435886383,0.04276281222701073
268,0.20142020285129547,0.016509227454662323,0.13660001754760742,0.04831094667315483
269,0.1994219273328781,0.015263846144080162,0.13422206044197083,0.04993603006005287
270,0.18706084787845612,0.01535007357597351,0.11971229314804077,0.051998481154441833
271,0.18152223527431488,0.015398112125694752,0.11708469688892365,0.04903942346572876
272,0.18667460978031158,0.015318613499403,0.11797908693552017,0.05337691307067871
273,0.18261122703552246,0.0147318160161376,0.12631189823150635,0.041567519307136536
274,0.18777838349342346,0.01475099753588438,0.12992674112319946,0.04310063272714615
275,0.18321914970874786,0.014814951457083225,0.12713876366615295,0.04126543179154396
276,0.1746850311756134,0.013874315656721592,0.123649001121521,0.03716171532869339
277,0.17323283851146698,0.013456851243972778,0.12232843786478043,0.037447553128004074
278,0.16704796254634857,0.01379522867500782,0.11529424786567688,0.03795848786830902
279,0.1635608971118927,0.012954638339579105,0.10495784133672714,0.045648425817489624
280,0.16510885953903198,0.013926394283771515,0.10289091616868973,0.04829154163599014
281,0.14875730872154236,0.013972356915473938,0.09250244498252869,0.04228251427412033
282,0.14164486527442932,0.014160712249577045,0.08726802468299866,0.0402161180973053
283,0.14360985159873962,0.015035598538815975,0.09398430585861206,0.03458995372056961
284,0.1484401375055313,0.01674625650048256,0.10160114616155624,0.030092736706137657
285,0.1447005271911621,0.017713356763124466,0.09769987314939499,0.02928728610277176
286,0.14644397795200348,0.016499338671565056,0.1013709157705307,0.028573719784617424
287,0.14162756502628326,0.01717120222747326,0.09301131218671799,0.03144504502415657
288,0.13906574249267578,0.016490086913108826,0.0827849730849266,0.03979067504405975
289,0.12787815928459167,0.01742694526910782,0.06990350037813187,0.04054770991206169
290,0.1314505934715271,0.017818961292505264,0.07181303203105927,0.04181860387325287
291,0.12505924701690674,0.017125722020864487,0.06895315647125244,0.03898036852478981
292,0.1174062043428421,0.01918676309287548,0.07010486721992493,0.028114570304751396
293,0.11616373062133789,0.020119912922382355,0.07067908346652985,0.02536473423242569
294,0.1132911965250969,0.02176567167043686,0.06752274185419083,0.024002783000469208
295,0.11160896718502045,0.02197558805346489,0.06706631183624268,0.02256706729531288
296,0.10680271685123444,0.020966725423932076,0.06705575436353683,0.018780235201120377
297,0.1035049557685852,0.020980918779969215,0.06105875223875046,0.021465282887220383
298,0.1037815660238266,0.021376164630055428,0.05565838888287544,0.02674700692296028
299,0.10281318426132202,0.023862434551119804,0.05279351398348808,0.026157235726714134
300,0.10423282533884048,0.02455814927816391,0.04965515434741974,0.030019521713256836
301,0.09967248886823654,0.02489278092980385,0.04505206644535065,0.029727645218372345
302,0.0995246171951294,0.02556883543729782,0.045449718832969666,0.02850605919957161
303,0.09867265820503235,0.02887248434126377,0.04977530613541603,0.020024865865707397
304,0.09875717759132385,0.028589176014065742,0.051175955682992935,0.018992047756910324
305,0.09231261909008026,0.028949633240699768,0.04632865637540817,0.01703433133661747
306,0.09326343238353729,0.029813095927238464,0.04348631203174591,0.019964024424552917
307,0.08890506625175476,0.02866441011428833,0.03841289132833481,0.021827764809131622
308,0.09448103606700897,0.029160553589463234,0.03988127037882805,0.02543921396136284
309,0.09120729565620422,0.030300557613372803,0.034381281584501266,0.026525452733039856
310,0.08727634698152542,0.030124522745609283,0.03598741069436073,0.021164409816265106
311,0.08284471929073334,0.03067295253276825,0.033357586711645126,0.018814174458384514
312,0.0833592638373375,0.030452044680714607,0.034991949796676636,0.01791526935994625
313,0.08204437792301178,0.03103690780699253,0.036044083535671234,0.014963389374315739
314,0.08682569116353989,0.03120465762913227,0.03838010132312775,0.01724093221127987
315,0.0821082666516304,0.030264366418123245,0.03258256986737251,0.019261332228779793
316,0.0778067409992218,0.028273221105337143,0.030087405815720558,0.01944611594080925
317,0.07353923469781876,0.02737000212073326,0.026346508413553238,0.019822724163532257
318,0.07790996879339218,0.02902776375412941,0.029151681810617447,0.019730521366000175
319,0.0792088508605957,0.03046468459069729,0.029013339430093765,0.01973082683980465
320,0.07062308490276337,0.02791585586965084,0.027449864894151688,0.015257368795573711
321,0.0740678459405899,0.028999291360378265,0.02928878553211689,0.0157797709107399
322,0.0732225850224495,0.027393359690904617,0.027579698711633682,0.018249526619911194
323,0.07963317632675171,0.027925675734877586,0.03256981447339058,0.019137687981128693
324,0.07460823655128479,0.02740531414747238,0.029576733708381653,0.017626192420721054
325,0.06634284555912018,0.025277627632021904,0.026394948363304138,0.014670267701148987
326,0.0679854229092598,0.023146461695432663,0.02729203552007675,0.01754692569375038
327,0.0695001482963562,0.024007538333535194,0.027536576613783836,0.01795603707432747
328,0.06728637963533401,0.024472014978528023,0.02567073330283165,0.017143629491329193
329,0.06605308502912521,0.02302955463528633,0.02756117656826973,0.015462351031601429
330,0.06251195073127747,0.02311704494059086,0.025234272703528404,0.014160631224513054
331,0.06315990537405014,0.023027420043945312,0.026840513572096825,0.01329196710139513
332,0.06346023082733154,0.021332180127501488,0.027095312252640724,0.015032738447189331
333,0.060794711112976074,0.020904965698719025,0.023747455328702927,0.016142288222908974
334,0.060352977365255356,0.020176568999886513,0.023393116891384125,0.016783293336629868
335,0.06623169034719467,0.01978432387113571,0.02705080807209015,0.01939655840396881
336,0.05641331896185875,0.01916639506816864,0.022989021614193916,0.014257904142141342
337,0.05686774104833603,0.01836637407541275,0.023266619071364403,0.015234744176268578
338,0.056442562490701675,0.017404522746801376,0.022769344970583916,0.016268696635961533
339,0.053367938846349716,0.018899744376540184,0.02247302234172821,0.011995170265436172
340,0.05570727586746216,0.017487527802586555,0.024900075048208237,0.013319669291377068
341,0.05323293060064316,0.017238173633813858,0.02224794402718544,0.013746814802289009
342,0.051625438034534454,0.016489628702402115,0.019288312643766403,0.015847496688365936
343,0.050276607275009155,0.01636636070907116,0.019989028573036194,0.013921216130256653
344,0.052442848682403564,0.016476240009069443,0.022854486480355263,0.01311212033033371
345,0.049645476043224335,0.015120294876396656,0.022071143612265587,0.012454036623239517
346,0.05114187300205231,0.015849119052290916,0.02447635494172573,0.010816398076713085
347,0.04911419749259949,0.01649242453277111,0.01952945627272129,0.013092318549752235
348,0.050032563507556915,0.014514608308672905,0.01938590779900551,0.016132047399878502
349,0.04992905631661415,0.014414740726351738,0.01810864731669426,0.017405670136213303
350,0.046843111515045166,0.014026228338479996,0.018787642940878868,0.0140292439609766
351,0.045274388045072556,0.01520408783107996,0.0202430821955204,0.00982721894979477
352,0.044234685599803925,0.013185152783989906,0.019644662737846375,0.011404871940612793
353,0.043686218559741974,0.013265520334243774,0.01877051778137684,0.011650183238089085
354,0.047296203672885895,0.01352966669946909,0.018315594643354416,0.015450941398739815
355,0.04527455195784569,0.013479969464242458,0.017929360270500183,0.013865221291780472
356,0.04470916464924812,0.013135234825313091,0.016211118549108505,0.015362810343503952
357,0.040901727974414825,0.01306939497590065,0.015817368403077126,0.0120149627327919
358,0.04201536998152733,0.012590790167450905,0.01910395920276642,0.01032062154263258
359,0.03999289497733116,0.012150174006819725,0.01713605783879757,0.010706664063036442
360,0.03770472854375839,0.01220666617155075,0.01375514641404152,0.011742916889488697
361,0.04063553735613823,0.012663286179304123,0.015204021707177162,0.012768229469656944
362,0.03839698061347008,0.011422128416597843,0.015524168498814106,0.011450683698058128
363,0.03578976169228554,0.011337688192725182,0.013777811080217361,0.01067426148802042
364,0.03674428164958954,0.011522219516336918,0.013637074269354343,0.011584987863898277
365,0.033927805721759796,0.011026596650481224,0.013632903806865215,0.00926830805838108
366,0.03398047387599945,0.011303051374852657,0.013457668013870716,0.009219754487276077
367,0.03394349664449692,0.011091501452028751,0.01236847136169672,0.010483523830771446
